index	isL5IT
SM-D9D7W_S95	0
LS-15520_S04	1
SM-D9E5W_S32	0
SM-D9D8O_S30	0
SM-D9D7G_S16	1
SM-D9D8H_S36	0
SM-D9D84_S03	1
SM-D9ER5_S08	1
SM-D9D8E_S48	0
SM-D9EQJ_S46	1
SM-D9CZT_S07	0
SM-D9D8S_S17	0
SM-DAIHE_S44	1
SM-D9EQT_S49	1
SM-D9D6R_S37	0
SM-DAIGV_S43	0
SM-DAIG8_S18	0
SM-DAIG5_S62	0
SM-D9E5E_S34	0
SM-DAIFS_S52	0
SM-D9EQD_S03	0
SM-D9E67_S52	0
SM-DAIG6_S06	0
SM-DD444_S64	1
SM-DAIFT_S12	0
SM-DAIGQ_S47	1
SM-GE8ZO_S044	0
SM-D9EQU_S93	1
SM-GE65R_S123	0
SM-DD43M_S52	1
SM-DD43S_S71	1
SM-DAIG5_S64	0
SM-DAIGX_S22	0
SM-DD444_S49	1
SM-DAIG7_S50	0
SM-GE63K_S078	0
SM-GE8ZO_S050	0
SM-DAIG7_S36	1
SM-GE65R_S167	0
SM-DD443_S63	1
SM-D9D86_S17	0
SM-DAIG8_S25	0
SM-GE631_S003	0
SM-DAIGK_S66	0
SM-D9D86_S14	0
SM-GE66H_S162	0
SM-DAIGK_S33	0
SM-DAIGQ_S17	0
SM-DAIG6_S10	0
SM-DAIG9_S39	0
SM-DAIG9_S46	1
SM-DAIGQ_S34	1
SM-D9D7V_S59	0
SM-DAIG6_S08	0
SM-D9D8D_S13	0
SM-DAIGU_S33	1
SM-DAIGY_S22	0
SM-DAIG9_S65	0
SM-D9D7G_S11	1
SM-DAIGU_S13	1
SM-D9D7G_S12	1
SM-D9D8R_S41	0
SM-D9D7G_S07	1
SM-D9D85_S37	0
SM-DAIGJ_S90	0
SM-DAIGR_S38	1
LS-15524_S71	1
SM-D9D8I_S44	0
SM-DAIGU_S56	0
SM-DAIGJ_S12	0
SM-D9D8G_S44	0
SM-DAIH5_S02	1
SM-D9EQU_S84	1
SM-DAIHG_S63	1
SM-DAIFR_S49	0
SM-DAIH6_S34	0
SM-DD43L_S56	0
SM-DAIHG_S81	1
SM-DAIFU_S02	0
SM-DD43R_S60	0
SM-DAIFH_S05	1
SM-DD43L_S50	1
SM-DD43L_S61	1
SM-DD43R_S49	1
SM-DAIFS_S72	0
SM-D9EQJ_S05	0
SM-D9EQJ_S59	0
SM-D9E5S_S74	1
SM-D9E5O_S48	0
SM-D9E5O_S33	0
SM-DD43Q_S49	1
SM-DD43M_S36	1
SM-D9E5O_S22	0
SM-DD43M_S35	1
SM-DD43M_S34	1
SM-D9E5T_S83	1
SM-D9EQT_S40	0
SM-D9E67_S66	0
SM-D9E66_S86	0
SM-D9E66_S08	0
SM-D9EQD_S27	1
SM-D9EQD_S25	1
SM-GE65I_S116	0
SM-DAIH5_S50	0
SM-DAIG5_S66	0
SM-DAIGX_S25	1
SM-DD43Q_S54	1
SM-GE63U_S010	0
SM-D9E66_S22	0
SM-D9D8E_S38	0
SM-D9D7W_S88	1
SM-D9D7W_S54	0
SM-D9D7V_S27	0
SM-D9EQH_S44	0
SM-DD44A_S81	1
SM-D9EQM_S70	0
SM-D9EQL_S21	0
SM-D9D8C_S19	0
SM-D9EQC_S07	0
SM-D9EQT_S64	1
SM-DAIGJ_S17	0
SM-DD44D_S61	1
SM-DAIGQ_S13	0
SM-DAIGR_S22	0
SM-GE65R_S139	0
SM-GE8ZO_S057	0
SM-DAIG5_S72	0
SM-DD44S_S93	0
SM-DD43R_S61	1
SM-DD43M_S50	1
SM-DAIG8_S05	0
SM-DAIG9_S61	1
SM-D9E5T_S92	0
SM-D9EQJ_S57	1
SM-DAIH5_S53	0
SM-D9D85_S51	0
SM-DAIG9_S48	1
SM-DAIG9_S47	1
SM-D9EQS_S94	0
SM-D9D8O_S02	0
SM-D9D8C_S09	0
LS-15524_S67	1
SM-D9D8D_S14	0
SM-DAIG8_S70	0
SM-D9E5T_S62	0
SM-D9D8C_S01	1
SM-D9D8R_S29	1
SM-D9E5N_S25	1
SM-D9D8H_S11	0
SM-D9EQM_S85	1
SM-D9E5X_S48	0
SM-D9D7X_S73	0
LS-15521_S41	0
SM-GE65A_S135	0
SM-DAIH6_S45	0
SM-DAIGU_S19	1
SM-GE63K_S079	0
SM-DD43S_S63	1
SM-DD44O_S07	1
SM-DAIGK_S50	1
SM-DAIGQ_S36	0
SM-DAIGJ_S22	0
SM-DAIG6_S32	0
SM-D9E5T_S39	0
SM-D9D8H_S37	0
SM-DAIGR_S45	0
SM-D9E66_S82	0
SM-DAIG7_S42	1
SM-DD43Q_S84	1
SM-D9E5R_S68	0
SM-DD43Q_S83	1
SM-DAIG6_S45	0
SM-DAIFS_S64	0
SM-D9E67_S78	0
SM-D9EQD_S02	1
SM-DAIGW_S06	0
SM-DAIG6_S62	0
SM-DAIGA_S37	0
SM-D9E5O_S01	1
SM-DAIG6_S01	0
SM-D9E5E_S35	0
SM-DAIG9_S18	0
SM-DAIGQ_S23	0
SM-DAIGU_S17	1
SM-D9D8G_S29	0
SM-D9E5E_S20	1
SM-GE65I_S121	0
SM-DAIHE_S48	1
SM-D9D8H_S55	0
LS-15525_S02	0
SM-D9D8Q_S06	0
SM-D9D8Q_S11	0
SM-GE66H_S179	0
LS-15522_S58	1
SM-D9D85_S43	0
LS-15396_S53	1
SM-D9D7G_S01	1
SM-D9D84_S04	1
SM-D9D7V_S22	1
SM-D9D8I_S78	0
SM-D9D8S_S22	0
SM-D9D8O_S07	0
SM-D9D8E_S39	0
SM-DAIG4_S51	0
SM-D9D6R_S29	0
SM-D9D7W_S11	0
LS-15520_S01	1
SM-D9D7Y_S12	0
SM-D9E5N_S89	0
SM-D9EQL_S82	0
SM-GE65R_S132	0
SM-D9E5S_S84	1
SM-D9E5T_S35	0
SM-GE65R_S134	0
SM-D9E5X_S54	0
SM-DAIFC_S48	0
SM-D9EQL_S18	1
SM-DAIFR_S38	1
SM-DAIFH_S24	1
SM-DAIFB_S33	0
SM-D9E5E_S45	0
SM-DAIFC_S41	0
SM-DAIFS_S40	1
SM-DD43Q_S56	1
SM-D9E5W_S09	0
SM-D9E5W_S33	0
LS-15395_S56	1
SM-D9EQI_S25	0
SM-GE666_S073	0
SM-D9E4M_S52	0
SM-GE66H_S182	0
LS-15510_S10	1
SM-D9E5N_S31	1
SM-GE63U_S031	0
SM-D9E67_S81	0
SM-DAIGL_S18	0
SM-DAIGP_S47	1
SM-DAIGL_S01	1
LS-15395_S43	0
SM-DAIG4_S90	0
LS-15521_S08	1
SM-D9E5R_S59	0
SM-DAIGW_S26	1
LS-15524_S60	1
LS-15521_S47	1
SM-D9E6R_S23	0
SM-DD443_S62	1
SM-DAIG4_S30	1
SM-DAIGU_S53	0
SM-D9E6R_S22	0
SM-DD443_S56	1
LS-15395_S44	0
SM-D9EQM_S44	1
LS-15510_S09	1
SM-DAIGA_S38	0
SM-DAIG9_S71	0
SM-DAIHD_S04	1
SM-DAIGJ_S14	0
SM-DAIH5_S19	1
SM-DAIGV_S41	0
SM-D9D7Y_S37	0
SM-DAIGV_S27	0
SM-D9D8D_S05	0
SM-D9D8J_S06	0
SM-D9D85_S47	0
SM-DD444_S50	1
SM-D9D7V_S48	0
SM-DAIGK_S39	0
SM-DAIGK_S19	0
SM-DAIG6_S40	0
SM-D9D7V_S39	0
SM-DAIG8_S02	1
SM-DAIGX_S35	1
SM-D9D8P_S50	0
SM-D9D8I_S42	0
SM-D9D8I_S75	0
SM-D9D7G_S10	1
SM-D9D7W_S13	0
SM-D9E5E_S43	0
SM-DAIG5_S68	0
SM-D9EQU_S66	1
SM-D9D8R_S15	0
SM-DAIFS_S39	0
SM-DAIFS_S03	1
SM-D9D8O_S26	1
SM-D9D7G_S04	1
SM-DD43S_S61	1
SM-GE63K_S073	0
LS-15524_S55	1
LS-15526_S82	1
SM-GE631_S111	0
SM-DAIG7_S45	0
SM-DAIG8_S04	1
SM-GE65R_S158	0
SM-DAIH6_S12	0
SM-D9D84_S18	1
SM-DAIHC_S33	1
SM-D9ER5_S14	1
SM-D9E5W_S17	0
SM-D9D8R_S09	0
SM-D9E5S_S73	1
SM-D9D87_S24	0
SM-DAIFR_S27	0
SM-DAIHG_S83	1
SM-DAIGU_S49	0
SM-DAIG7_S44	1
SM-D9D8P_S47	0
SM-D9E5T_S94	1
SM-DD43L_S46	0
SM-D9EQU_S70	1
SM-DD43Q_S50	1
LS-15395_S52	0
SM-D9E5T_S34	0
SM-D9D7V_S63	0
SM-D9EQJ_S16	0
SM-DD43N_S23	0
SM-D9D7V_S23	1
SM-D9D7X_S47	0
LS-15395_S54	1
SM-D9D8R_S26	1
SM-D9D7X_S79	0
SM-D9D7B_S09	1
SM-D9EQM_S61	1
SM-DAIHD_S63	1
SM-DAIHG_S57	1
SM-D9E5T_S77	1
SM-D9D8O_S27	1
SM-D9D8C_S96	0
SM-D9E5X_S44	0
SM-D9EQH_S58	0
SM-DAIGL_S35	0
SM-D9E5N_S28	0
SM-D9EQH_S57	0
SM-D9EQH_S47	0
SM-GE65R_S191	0
SM-D9D8S_S04	1
SM-D9E5N_S40	0
SM-GE65R_S147	0
SM-D9D8P_S54	0
SM-DAIG4_S10	0
SM-D9E67_S47	0
SM-GE65R_S129	0
SM-D9E5E_S42	0
SM-DAIGK_S67	0
SM-D9E5E_S13	1
SM-DAIGK_S28	0
SM-D9D8Q_S07	0
SM-GE66H_S176	0
SM-DAIGP_S43	0
SM-DAIGP_S55	0
SM-D9EQC_S14	0
SM-GE631_S110	0
SM-GE631_S005	0
SM-DAIFU_S40	0
SM-D9E4M_S33	0
SM-GE63U_S106	0
SM-DAIFR_S29	0
SM-GE63U_S019	0
SM-DAIFH_S72	0
SM-DAIFH_S69	0
SM-DAIGV_S20	1
SM-DD443_S58	1
SM-DD43Q_S77	1
SM-D9D86_S36	0
SM-DAIH6_S41	0
SM-D9EQE_S62	0
SM-DAIG4_S20	0
SM-D9E5N_S14	1
SM-DD43Q_S52	0
SM-D9EQD_S08	1
SM-D9EQD_S09	0
SM-D9E5E_S30	0
SM-DAIFW_S33	0
SM-D9D8Q_S10	0
SM-DAIFS_S65	0
SM-D9EQE_S59	0
SM-DD43Q_S46	1
SM-D9D8F_S09	0
SM-DAIFB_S27	1
SM-DD43Q_S58	1
SM-D9E5R_S53	0
SM-DD43Q_S80	1
SM-DAIFT_S31	0
SM-D9D7W_S71	0
SM-D9D87_S10	0
SM-D9D8R_S20	1
SM-DAIHG_S93	1
SM-DAIHD_S46	1
SM-D9D86_S04	0
SM-D9D7B_S06	1
SM-DD44A_S85	1
SM-D9E5T_S79	1
SM-D9EQF_S08	1
SM-D9D7V_S17	0
SM-D9EQF_S15	1
SM-D9D8H_S46	0
SM-DAIGY_S07	0
SM-DAIG7_S75	1
SM-D9E5O_S18	1
SM-DAIGU_S54	0
SM-DAIG7_S35	1
SM-GE63U_S028	0
LS-15500_S09	1
LS-15522_S06	1
LS-15520_S10	1
LS-15520_S06	1
SM-DAIHE_S54	1
SM-DAIFW_S58	1
SM-DAIHC_S43	1
SM-D9E5N_S51	0
SM-D9EQJ_S42	1
SM-D9EQJ_S62	0
SM-D9D8P_S52	0
SM-D9E5W_S24	0
LS-15524_S77	1
SM-D9D85_S40	0
SM-DD43R_S51	1
SM-DAIFR_S53	0
SM-D9EQD_S26	0
SM-GE66H_S169	0
SM-DAIFT_S15	0
SM-GE8ZO_S056	0
SM-D9D7B_S16	0
SM-GE666_S080	0
SM-D9D7X_S63	0
SM-DAIGW_S22	0
SM-DAIGY_S16	0
SM-D9D8E_S36	0
SM-D9E5N_S91	1
SM-DAIFC_S66	0
SM-DD44A_S87	1
SM-D9D7X_S77	0
SM-D9EQC_S03	0
LS-15501_S88	0
SM-D9EQM_S92	1
SM-DAIFT_S44	0
SM-DAIG9_S37	0
SM-DAIG5_S43	0
SM-D9EQJ_S54	1
SM-D9E6R_S44	0
SM-GE63K_S080	0
SM-D9EQK_S51	0
SM-D9D8I_S56	0
SM-GE66H_S187	0
SM-DAIFR_S16	0
SM-DAIFH_S75	0
SM-GE65R_S124	0
SM-GE631_S013	0
SM-D9D7V_S44	0
SM-DD44R_S57	0
LS-15534_S12	1
SM-DAIGK_S09	1
SM-DD444_S51	1
SM-DAIGA_S08	1
SM-DAIGK_S29	0
SM-D9EQS_S89	0
SM-DAIGP_S22	0
SM-GE63U_S026	0
SM-DAIGL_S31	0
SM-DAIGU_S38	1
SM-D9D8G_S01	0
SM-D9D8F_S32	0
SM-D9D8D_S19	0
SM-DAIFR_S45	1
SM-D9EQK_S06	1
SM-DAIGP_S23	1
SM-DD43L_S59	1
SM-D9E67_S70	0
SM-DAIFH_S58	0
SM-D9EQE_S61	0
SM-D9E66_S87	1
LS-15520_S14	1
SM-DAIG4_S19	1
SM-DAIG6_S59	0
SM-D9D8P_S53	0
SM-DD43Q_S51	1
SM-DD43N_S15	1
SM-D9EQD_S28	0
SM-DAIFH_S20	1
SM-GE63U_S003	0
SM-GE65I_S130	0
LS-15520_S13	1
SM-DAIFS_S21	1
SM-DAIGV_S28	0
SM-D9E4M_S28	0
SM-D9E5X_S43	0
SM-D9ER5_S18	1
LS-15510_S23	0
SM-D9EQT_S59	1
SM-D9D8F_S30	0
SM-DAIFW_S35	0
SM-D9D84_S06	1
SM-GE631_S015	0
SM-DAIG8_S44	0
SM-DAIH6_S26	0
SM-GE65R_S125	0
SM-GE65I_S097	0
SM-DAIG6_S38	0
SM-GE66H_S171	0
SM-DD43N_S22	1
SM-DAIFA_S43	0
SM-DAIG7_S55	0
LS-15510_S03	0
LS-15524_S66	1
SM-D9D7V_S46	0
LS-15520_S52	1
SM-GE666_S075	0
SM-DAIGA_S03	1
SM-DAIGQ_S21	0
SM-DAIG7_S34	1
SM-D9D8P_S46	0
SM-DAIFW_S78	0
SM-D9E5W_S02	0
SM-DAIFW_S84	0
SM-DD43M_S51	1
SM-D9EQH_S46	0
SM-D9E5S_S38	0
SM-DAIGJ_S50	0
SM-D9EQM_S96	0
SM-DAIG7_S49	0
SM-D9D7X_S74	0
SM-DAIGJ_S02	0
SM-D9D8H_S16	0
SM-D9D84_S19	1
SM-GE65R_S135	0
SM-DAIFV_S72	0
SM-DD444_S71	1
SM-GE63K_S076	0
SM-D9E5E_S36	0
SM-DAIHG_S82	1
SM-D9EQM_S55	1
SM-D9E5U_S11	1
SM-GE63U_S111	0
SM-DAIFC_S40	1
SM-DAIFC_S29	0
SM-GE65R_S157	0
SM-DAIGL_S38	0
SM-DAIFV_S43	0
SM-DD44C_S55	1
SM-D9E5V_S08	1
SM-DAIFS_S48	0
SM-D9D7Y_S21	0
SM-DAIG8_S22	1
SM-DAIFR_S32	1
SM-DAIFW_S62	0
SM-DAIG5_S47	0
SM-GE63U_S008	0
SM-DD43N_S17	1
SM-DAIGR_S09	0
SM-D9E5T_S84	1
SM-GE65R_S145	0
SM-D9E67_S42	0
SM-DAIFR_S05	1
LS-15510_S34	0
SM-DAIFC_S07	0
SM-D9EQT_S37	0
SM-DAIFH_S65	0
SM-D9EQK_S24	1
LS-15532_S44	1
SM-DAIGL_S17	0
SM-D9E5E_S12	1
SM-D9ER5_S11	1
SM-D9E6R_S45	0
SM-D9EQS_S87	0
SM-D9E67_S65	0
SM-DD43Q_S85	1
SM-D9D8H_S53	0
SM-DAIH6_S31	0
SM-DAIGP_S49	1
SM-DAIGJ_S28	1
SM-DD443_S44	1
SM-DAIFT_S25	0
SM-D9D7X_S61	0
SM-DD44B_S70	1
SM-DAIFI_S10	1
LS-15501_S84	1
SM-DD43R_S34	1
SM-D9E5N_S37	0
SM-D9E5T_S68	0
SM-DAIG6_S22	0
SM-DAIGR_S14	0
SM-D9ER5_S19	0
SM-D9EQM_S52	1
SM-D9E5R_S42	0
SM-DAIFW_S81	0
SM-D9EQK_S08	1
SM-D9D7V_S31	0
SM-DAIFH_S70	0
SM-D9EQJ_S10	0
SM-D9D7X_S46	0
SM-DAIGU_S05	1
SM-DAIG9_S66	1
SM-DAIFA_S39	1
SM-D9D7V_S58	0
SM-D9D7V_S21	1
SM-DD43Q_S96	1
SM-DAIG9_S03	0
SM-D9D8O_S03	0
SM-D9D7W_S93	0
SM-GE63U_S099	0
SM-D9E5R_S52	0
SM-DD43Q_S93	1
SM-DAIG9_S14	1
SM-D9EQT_S38	0
SM-DAIGW_S18	0
SM-D9E5N_S49	0
SM-DD43R_S63	0
SM-DD43R_S32	1
SM-D9E5N_S52	0
SM-DD43N_S14	1
SM-D9E6R_S31	0
SM-D9EQU_S92	0
LS-15532_S03	1
SM-D9EQD_S13	1
SM-D9E5N_S38	0
SM-D9D8O_S12	0
SM-GE631_S108	0
LS-15526_S90	1
SM-D9D8R_S16	0
LS-15396_S79	0
SM-DAIFV_S60	0
SM-GE63U_S015	0
SM-D9D7X_S96	0
SM-DAIFS_S37	1
SM-DD43Q_S82	1
SM-DAIHD_S02	1
SM-DAIGJ_S27	1
SM-DAIH6_S44	0
SM-D9D7V_S42	0
SM-D9D6R_S30	0
SM-DAIGV_S07	1
SM-D9E66_S01	0
SM-D9E5X_S36	0
SM-D9D7Y_S24	0
SM-D9D7V_S72	0
SM-D9E5X_S47	0
SM-DAIHE_S51	1
SM-DAIG6_S50	1
SM-D9E6R_S27	0
SM-D9EQC_S09	0
SM-D9E6R_S46	0
SM-DAIGL_S60	1
SM-D9E5T_S72	0
SM-DD44S_S92	0
SM-DAIG9_S05	1
SM-D9EQM_S86	1
SM-D9EQM_S41	1
SM-D9E5T_S10	1
SM-D9EQJ_S48	1
SM-D9D86_S09	0
SM-DAIGW_S33	1
SM-D9E5N_S43	0
SM-D9E5O_S03	1
SM-DD444_S67	1
SM-D9EQL_S83	0
SM-DD444_S66	1
SM-DAIFT_S41	0
SM-D9EQT_S46	0
SM-DAIGR_S42	0
SM-D9D7X_S88	0
SM-D9D8O_S09	1
SM-DAIGR_S13	0
SM-D9EQC_S06	0
SM-GE659_S013	0
SM-D9D8D_S06	0
SM-DD43R_S31	1
SM-D9D84_S07	1
SM-D9D87_S06	1
SM-D9D8F_S25	0
SM-DAIGL_S42	1
SM-DD444_S68	1
SM-DAIFC_S57	0
SM-D9E5T_S67	0
SM-D9EQH_S55	0
SM-DAIG8_S11	0
SM-DAIG6_S02	0
SM-D9E4M_S32	0
SM-D9CZT_S06	1
SM-D9EQM_S90	1
SM-D9E66_S03	0
SM-DAIG9_S31	0
SM-D9E5R_S62	0
SM-D9D7X_S76	1
SM-D9E5N_S48	0
SM-D9EQE_S34	0
SM-DD43M_S29	1
SM-D9EQU_S91	1
SM-D9D8F_S27	0
SM-DAIFS_S62	0
SM-D9E5E_S32	0
SM-DAIG8_S06	1
LS-15501_S82	1
SM-DD44P_S49	0
SM-DAIFB_S36	0
SM-D9EQI_S39	0
SM-DAIFC_S63	0
SM-GE666_S059	0
SM-D9D7X_S54	0
SM-D9EQJ_S53	1
SM-DD43S_S68	1
SM-D9D7Y_S28	0
SM-DD43Q_S41	1
SM-DD44B_S60	1
SM-D9E5T_S65	0
SM-DAIGV_S06	1
SM-DAIG9_S41	0
SM-D9E6R_S29	0
SM-DAIGJ_S16	0
SM-D9E67_S74	1
SM-DAIGR_S36	1
SM-DAIGV_S31	0
SM-DAIGA_S29	1
SM-DD43Q_S95	1
SM-D9E5W_S39	0
SM-D9EQE_S33	0
SM-D9EQJ_S64	0
SM-D9D7Q_S27	0
SM-GE666_S060	0
SM-D9D7V_S15	0
SM-D9E5O_S41	0
SM-D9D7V_S14	0
SM-DD444_S57	1
SM-DAIGW_S49	1
SM-DAIGP_S56	0
LS-15522_S07	1
SM-D9E5O_S39	0
SM-D9E5O_S06	1
SM-D9E5O_S04	1
LS-15532_S59	1
SM-D9D86_S11	0
SM-D9D8F_S29	0
SM-D9E5R_S61	0
SM-D9D6R_S32	0
SM-D9EQH_S61	0
SM-D9E66_S74	0
SM-D9E5Q_S07	1
SM-D9EQK_S20	1
SM-D9E5E_S14	1
SM-DAIHG_S48	1
SM-DAIGQ_S46	1
SM-DAIHD_S60	1
SM-D9D84_S01	1
SM-DAIGU_S12	1
SM-DD43M_S56	1
SM-DAIGY_S18	1
SM-D9E5X_S55	0
SM-DAIGK_S35	0
SM-DAIGW_S36	1
SM-D9EQM_S59	1
SM-DAIGA_S02	1
SM-DAIHG_S47	1
SM-DAIFI_S01	0
SM-GE63U_S009	0
SM-DD43R_S70	0
SM-D9EQS_S82	0
SM-DAIFS_S34	0
SM-DAIH6_S49	0
SM-DAIGP_S51	1
SM-DAIGA_S44	1
SM-DAIH6_S56	0
SM-DAIFC_S24	0
SM-DAIFS_S11	1
SM-DAIGP_S19	1
SM-D9D8D_S10	0
SM-D9D7B_S04	0
SM-D9D7W_S41	0
SM-GE66H_S155	0
SM-GE66H_S156	0
LS-15524_S76	0
SM-D9E4M_S50	0
SM-DAIH6_S25	0
SM-GE66H_S158	0
SM-DD43S_S72	1
SM-D9D8H_S10	0
SM-DAIGW_S37	1
SM-D9EQL_S88	0
SM-D9D7W_S76	0
SM-DAIFC_S38	0
SM-D9E5S_S19	1
SM-DAIGA_S30	1
SM-GE65R_S143	0
SM-DAIFS_S13	1
SM-DAIHD_S10	1
SM-DAIH5_S46	0
SM-GE65R_S186	0
SM-DD43L_S49	1
SM-DAIFH_S76	0
SM-D9D8R_S30	0
SM-D9D7G_S03	1
SM-GE66H_S159	0
SM-D9E4M_S54	0
SM-D9E5E_S19	1
LS-15501_S46	1
SM-DD43Q_S91	1
SM-GE666_S062	0
SM-DD43Q_S81	1
SM-GE65R_S165	0
LS-15521_S15	1
SM-DAIFH_S79	0
SM-DAIG8_S71	0
SM-DD43N_S09	1
SM-D9D7X_S84	0
SM-DAIFC_S31	0
SM-D9D7Y_S15	1
SM-DAIG8_S41	0
SM-D9D8I_S36	0
SM-GE8ZO_S091	0
SM-DAIFT_S29	0
SM-DAIGW_S14	0
SM-DAIFW_S40	1
SM-DAIG7_S33	1
SM-DAIG9_S45	0
SM-DD44N_S51	1
SM-DAIHG_S86	0
SM-DAIFS_S45	0
SM-D9EQT_S34	0
SM-DAIFS_S58	0
SM-DD43L_S51	1
SM-D9D7W_S10	0
SM-D9D7W_S14	0
SM-D9D84_S12	1
SM-DD44D_S62	1
SM-D9EQL_S09	0
SM-DAIG6_S11	0
SM-D9EQC_S13	0
SM-DD44P_S50	0
SM-DAIG6_S48	0
SM-DAIGA_S19	1
SM-DAIGQ_S15	0
SM-D9E5N_S21	1
SM-DAIGY_S01	1
SM-DAIFT_S28	0
SM-DAIGW_S34	0
SM-DAIFC_S51	0
SM-DAIFT_S17	0
SM-DAIFC_S70	0
SM-DAIG4_S83	0
SM-D9E4M_S38	0
SM-DAIHC_S48	1
SM-DAIG5_S57	0
SM-GE666_S063	0
SM-D9D85_S36	0
SM-D9D6R_S07	0
SM-D9D7Q_S30	1
SM-D9D6R_S02	0
SM-D9EQC_S96	1
SM-D9D7V_S64	0
SM-DAIHG_S56	1
SM-DD44C_S52	1
SM-DAIGY_S09	0
LS-15524_S59	1
SM-DAIFR_S26	0
SM-D9EQD_S21	0
SM-D9D7X_S81	0
SM-D9EQH_S43	0
SM-DD43N_S24	1
SM-D9D7W_S02	0
SM-DD43Q_S72	1
SM-DAIGV_S14	1
SM-D9E67_S87	0
SM-GE65I_S124	0
SM-D9EQH_S60	0
SM-D9E5T_S86	1
SM-D9E66_S84	0
LS-15533_S05	1
SM-D9D7X_S78	0
SM-DAIGW_S03	0
SM-D9E66_S12	0
SM-D9D8Q_S24	0
SM-GE63U_S113	0
SM-DD44S_S86	0
SM-DAIG8_S15	0
SM-DAIGK_S60	0
SM-DAIGL_S22	0
LS-15532_S64	1
SM-DAIGU_S20	1
SM-D9D8D_S11	0
SM-DAIFC_S44	0
SM-DAIFI_S05	1
SM-D9D7X_S87	0
SM-DAIFW_S83	0
SM-DAIFB_S26	0
SM-D9D8O_S40	0
SM-DAIHD_S50	1
SM-D9D8F_S26	0
SM-DAIGQ_S25	0
SM-D9D8C_S14	0
SM-D9E5W_S23	0
SM-DAIFR_S50	0
SM-D9D8H_S07	0
SM-D9D7W_S92	0
SM-D9D7W_S89	0
SM-D9D6R_S10	0
SM-DAIFH_S61	0
SM-D9D85_S54	0
SM-DD43R_S48	1
SM-DAIG4_S28	1
SM-D9D8C_S92	0
LS-15521_S07	1
SM-D9D7V_S62	0
SM-DAIHG_S53	1
SM-D9E5N_S11	0
SM-DAIFC_S17	0
SM-D9EQM_S69	1
SM-GE66H_S180	0
SM-D9D7W_S42	0
SM-D9E5N_S50	0
SM-D9E5S_S34	0
SM-DD444_S60	1
LS-15524_S18	1
SM-DAIFW_S49	1
SM-D9D7X_S49	0
SM-DAIFI_S21	1
SM-DAIGP_S24	1
SM-D9E5R_S46	0
SM-DAIFS_S38	1
SM-D9E5T_S76	1
SM-DAIHG_S61	1
SM-DAIFT_S14	0
SM-GE65R_S163	0
SM-D9D7X_S48	0
SM-GE659_S002	0
LS-15524_S19	1
LS-15501_S77	0
SM-DAIFS_S20	1
LS-15525_S03	0
SM-DAIG6_S44	0
SM-DAIGY_S13	1
SM-D9D8H_S34	0
SM-DAIG4_S55	0
SM-DAIFB_S17	1
SM-DAIGQ_S43	1
SM-DAIG6_S14	0
SM-GE65I_S136	0
SM-D9E5W_S20	0
SM-DD44B_S62	1
SM-DAIFC_S13	0
SM-DAIGY_S20	1
SM-DD44O_S08	1
SM-DAIFB_S31	0
SM-DAIGA_S50	0
LS-15500_S31	1
SM-DAIHC_S55	1
SM-DAIGA_S35	1
SM-D9EQE_S48	0
SM-D9D8Q_S16	0
SM-GE63U_S033	0
SM-DAIGX_S38	1
SM-D9E5N_S94	0
SM-DAIGU_S02	1
SM-D9E5T_S12	1
SM-D9E4M_S49	0
SM-DAIGX_S16	0
SM-DAIFS_S33	1
SM-DAIGV_S30	0
SM-DAIG7_S71	1
SM-DAIGR_S47	0
SM-DAIHC_S54	1
SM-DD44C_S58	1
SM-D9D7Q_S32	1
SM-DD43R_S59	1
SM-GE63U_S006	0
SM-DAIGL_S20	0
SM-DAIFW_S85	0
SM-DAIFS_S41	1
SM-DAIG9_S06	1
SM-D9D8C_S24	0
SM-D9EQM_S77	0
SM-D9D8C_S17	1
SM-DAIG8_S03	1
SM-DAIFS_S06	1
SM-DAIGL_S45	0
SM-D9E5O_S28	1
SM-D9E5E_S28	0
SM-DAIGA_S01	1
SM-D9EQC_S16	0
SM-DAIH6_S28	0
SM-DAIG7_S77	1
SM-DAIHG_S80	1
SM-DAIFR_S02	1
SM-DD443_S41	1
SM-DAIH6_S51	0
SM-D9E5E_S11	1
SM-DD43M_S38	1
SM-GE63U_S041	0
LS-15532_S42	1
SM-DAIH6_S01	0
SM-DAIGJ_S46	1
SM-D9D8O_S15	0
SM-DAIFI_S04	1
SM-DAIGL_S16	0
SM-DAIFT_S05	1
SM-D9E5S_S24	1
SM-D9D85_S56	0
SM-DAIFC_S06	0
SM-DAIFH_S23	1
SM-D9D87_S18	0
SM-DAIFW_S55	1
SM-D9E5N_S15	0
SM-D9EQL_S20	1
SM-D9D8G_S32	0
SM-D9D8R_S35	1
SM-D9E6R_S25	0
SM-D9E5S_S85	1
SM-D9D86_S21	0
SM-D9E66_S13	0
SM-DAIHC_S35	1
SM-DAIHD_S56	1
SM-D9E66_S02	0
SM-DAIG9_S69	1
SM-GE66H_S172	0
SM-D9D8H_S54	0
SM-DAIFI_S75	0
SM-GE666_S076	0
SM-DAIFA_S46	0
SM-DD44N_S49	1
SM-DAIGU_S47	0
SM-D9E4M_S27	0
SM-DAIFH_S78	0
SM-GE659_S001	0
SM-DAIFB_S22	1
SM-D9D8H_S31	0
SM-DD44O_S09	1
SM-D9E5O_S20	1
