index	isL5IT
SM-DAIG7_S91	1
SM-D9E5T_S28	1
SM-D9EQK_S50	1
SM-D9EQF_S06	1
SM-GE659_S005	0
SM-GE65R_S144	0
SM-D9EQM_S95	1
SM-DAIH6_S29	0
LS-15396_S75	1
LS-15521_S46	1
LS-15532_S48	1
SM-DD44Q_S67	0
LS-15524_S82	1
SM-D9EQS_S83	0
SM-D9EQU_S85	1
SM-DAIFU_S04	0
SM-DD44R_S60	0
SM-DAIHE_S47	1
SM-DAIGL_S62	0
SM-DAIHD_S51	1
SM-DAIGL_S41	1
SM-DAIFI_S50	0
SM-DAIFA_S35	0
SM-DAIGL_S15	1
SM-DAIFV_S48	0
SM-DAIGR_S26	0
SM-DAIGW_S12	0
SM-DAIG9_S68	1
SM-DAIFR_S41	1
SM-DAIGA_S05	1
SM-DAIG5_S41	0
LS-15522_S51	1
SM-D9E66_S15	0
SM-D9EQU_S96	1
LS-15534_S04	1
LS-15524_S63	1
SM-DAIGK_S38	0
SM-D9D7Q_S22	1
SM-DAIGX_S24	0
SM-DAIGK_S21	0
SM-D9EQF_S23	0
SM-D9D8R_S11	0
SM-DD43Q_S68	1
SM-D9E5T_S78	0
SM-D9EQK_S21	1
SM-D9D8F_S10	0
SM-D9E5O_S07	1
SM-D9D8D_S15	0
SM-GE63U_S042	0
SM-D9D8I_S45	0
SM-DAIGK_S03	1
SM-GE66H_S154	0
LS-15526_S66	1
SM-GE66H_S170	0
LS-15526_S80	0
SM-D9E5S_S96	1
LS-15524_S56	1
SM-DAIGK_S32	0
SM-DAIGU_S24	1
SM-D9D7V_S65	0
SM-DAIG4_S49	0
LS-15396_S47	1
SM-D9D8G_S21	0
SM-GE65I_S133	0
SM-DD44C_S49	1
SM-D9EQT_S57	0
SM-DAIG4_S39	0
LS-15534_S11	1
SM-DAIG4_S86	0
SM-GE666_S074	0
SM-DAIGW_S21	0
SM-DAIGR_S51	0
SM-DAIGR_S10	0
SM-DAIG7_S64	1
SM-D9EQF_S16	1
SM-DAIGW_S15	0
SM-D9D8I_S48	0
LS-15398_S22	1
SM-D9D8I_S34	0
SM-DAIFS_S17	0
SM-DAIFS_S05	1
SM-DAIG9_S22	0
SM-D9EQK_S07	0
LS-15396_S49	1
SM-DD443_S54	1
LS-15398_S30	1
SM-DAIGX_S48	1
SM-DAIHG_S52	1
SM-DAIGX_S13	0
SM-D9E5N_S09	1
SM-DAIG8_S28	0
LS-15396_S82	0
LS-15520_S15	1
SM-D9D8H_S41	0
SM-D9D8R_S21	0
SM-D9EQK_S61	1
SM-D9EQM_S63	0
SM-DAIH5_S05	1
SM-GE63U_S108	0
LS-15396_S55	1
LS-15521_S38	1
SM-D9EQM_S76	0
LS-15398_S29	0
SM-GE63U_S097	0
SM-DAIG7_S66	1
SM-D9EQU_S68	1
SM-GE65A_S141	0
SM-DD43S_S60	1
SM-DAIG9_S63	0
SM-D9EQM_S54	1
LS-15520_S34	1
SM-GE65R_S140	0
SM-DAIHE_S46	1
SM-GE63U_S002	0
SM-DAIHC_S51	1
LS-15510_S11	1
SM-D9D7W_S06	0
LS-15396_S45	1
SM-DAIFW_S76	0
SM-DAIH6_S55	0
SM-D9D7V_S47	0
SM-D9E67_S73	0
SM-D9EQT_S41	0
SM-D9EQJ_S51	0
SM-DAIH6_S38	0
SM-DAIH5_S44	0
SM-D9EQE_S37	0
SM-D9D7V_S32	0
SM-D9EQK_S54	1
SM-DAIFT_S23	0
SM-D9E5X_S40	0
SM-DD44C_S59	1
SM-D9EQI_S34	0
SM-D9D7B_S14	1
SM-D9E5W_S40	0
SM-DAIHD_S49	1
SM-DAIFW_S38	1
SM-DAIGL_S06	0
LS-15533_S10	1
SM-D9E5S_S82	1
SM-D9D7W_S81	0
SM-DAIGQ_S41	1
SM-D9E5N_S16	0
SM-DD43L_S53	1
SM-D9E4M_S56	0
SM-DAIGA_S68	0
SM-DD43R_S39	1
SM-D9E5R_S47	0
SM-D9EQU_S88	0
SM-DAIG9_S38	0
SM-DD43L_S60	1
SM-DAIGQ_S18	0
SM-D9E5R_S54	0
SM-DD43M_S54	1
SM-DD43Q_S55	1
SM-DAIG9_S23	0
SM-DAIG7_S88	0
SM-DAIH5_S43	0
SM-DD44O_S12	1
SM-D9E5T_S37	0
SM-DAIH6_S42	0
SM-DAIG6_S31	0
SM-D9E5T_S16	1
SM-DD444_S63	1
SM-DAIG8_S48	0
SM-D9EQS_S96	0
SM-D9EQK_S58	1
SM-DAIGJ_S42	1
SM-D9E67_S79	0
SM-DAIGR_S23	0
SM-DAIGV_S01	1
SM-DAIGW_S16	0
SM-DAIGX_S11	0
SM-D9E6R_S21	0
SM-D9E5E_S46	0
SM-D9E5W_S38	0
SM-D9EQL_S22	1
SM-DAIGU_S51	0
SM-D9EQH_S59	0
LS-15396_S64	0
LS-15520_S45	1
SM-DAIHG_S62	1
SM-D9D8R_S17	0
SM-DAIH6_S10	0
SM-DAIFS_S68	0
LS-15500_S10	1
SM-DAIFV_S65	0
SM-DAIFC_S21	0
LS-15524_S51	0
SM-DAIFR_S40	0
SM-D9D8P_S42	0
SM-D9D7G_S14	1
SM-D9D7V_S06	0
SM-D9D84_S20	1
SM-D9D8F_S28	0
SM-D9D8K_S26	0
SM-D9D8K_S27	0
SM-D9D7W_S72	0
SM-D9D86_S39	0
SM-D9E4M_S53	0
SM-D9E5R_S70	0
LS-15524_S53	1
SM-D9E4M_S34	0
SM-DAIFT_S08	0
SM-DAIHD_S47	1
SM-D9D7B_S03	1
SM-D9E5N_S41	0
SM-DAIG4_S31	1
SM-DAIFV_S70	0
SM-DD44S_S94	0
SM-D9E67_S54	0
SM-D9D7W_S23	0
SM-D9D7Y_S09	1
SM-D9D8G_S22	0
SM-D9E5R_S50	0
SM-D9EQC_S95	1
SM-D9D85_S44	0
SM-DAIHD_S53	1
SM-DAIG8_S16	0
SM-DD44S_S83	0
SM-DAIGK_S11	0
SM-DAIGA_S28	1
SM-DAIGP_S46	1
SM-D9EQM_S56	1
SM-DAIGL_S47	0
SM-DAIG7_S73	1
SM-GE66H_S163	0
SM-D9EQM_S93	1
SM-DAIFH_S80	0
SM-D9EQH_S49	0
SM-DAIH5_S52	0
SM-DAIFC_S09	0
LS-15521_S45	0
LS-15500_S15	1
SM-D9E5S_S39	0
SM-D9E5S_S40	0
SM-DAIGK_S25	0
SM-D9D8G_S42	0
SM-D9D8K_S05	0
SM-D9E5T_S61	0
SM-DAIGL_S44	0
LS-15524_S57	1
SM-DAIG5_S58	0
SM-DAIGL_S66	0
SM-D9EQK_S12	1
SM-D9D84_S17	1
SM-D9EQJ_S41	1
SM-D9E6R_S41	0
SM-D9D87_S16	0
SM-DAIGL_S69	1
SM-DAIFH_S19	1
SM-DAIGX_S31	0
SM-DAIHD_S58	1
SM-D9D7V_S04	0
SM-DAIHC_S40	1
SM-DAIFV_S49	0
SM-DAIFC_S47	0
SM-D9EQM_S38	1
SM-DAIHG_S77	1
SM-DAIH6_S46	0
SM-DAIFS_S12	1
SM-GE65I_S144	0
SM-DAIFV_S62	0
SM-GE65R_S121	0
SM-DAIG7_S37	1
SM-D9D8J_S08	0
SM-D9D6R_S33	0
SM-DAIGK_S40	0
SM-DAIGL_S23	0
SM-D9D8C_S88	0
SM-GE63U_S118	0
SM-D9D8G_S45	0
SM-DAIGJ_S53	0
SM-DAIG8_S46	0
SM-DD43S_S52	1
SM-D9EQI_S30	0
LS-15526_S92	1
SM-D9EQE_S39	0
SM-DAIGR_S43	0
LS-15526_S78	1
SM-D9EQE_S36	0
SM-D9E5O_S38	0
SM-D9EQS_S84	0
SM-D9E5W_S07	1
SM-D9D7W_S82	0
SM-DAIGY_S06	1
SM-DAIH6_S02	0
SM-DAIG5_S63	0
SM-DAIFT_S02	0
LS-15534_S05	1
SM-D9D6R_S36	0
SM-DAIFW_S80	0
SM-D9E5W_S14	0
SM-DAIFU_S07	0
SM-D9D85_S53	0
SM-D9E5N_S27	1
SM-D9EQH_S41	0
SM-DD43R_S33	1
SM-GE65R_S138	0
SM-GE666_S067	0
SM-DD43S_S50	1
SM-D9D8H_S39	0
SM-DAIFC_S54	0
SM-DAIG7_S69	0
SM-D9EQT_S54	1
SM-DD44O_S02	1
SM-D9D8I_S76	0
LS-15521_S14	0
SM-DAIG7_S65	1
SM-GE8ZO_S059	0
SM-D9D8S_S19	0
SM-D9EQT_S48	0
SM-DAIGK_S07	0
SM-D9EQM_S75	0
LS-15520_S39	1
SM-D9EQM_S65	1
SM-D9EQT_S44	0
SM-DD43R_S50	1
SM-DAIGL_S13	0
SM-DD444_S52	1
SM-D9E6R_S26	0
SM-DAIHD_S07	1
SM-D9E5T_S96	1
LS-15533_S01	1
SM-D9D8J_S01	0
SM-DAIG6_S24	0
SM-D9E5W_S35	0
SM-DAIG8_S68	0
SM-DAIGJ_S24	0
SM-DAIG4_S89	0
SM-DAIG7_S59	1
SM-DAIHD_S44	1
SM-DAIHD_S11	1
SM-DAIFS_S23	1
SM-GE65R_S148	0
SM-D9D7V_S45	0
SM-D9E5O_S53	0
SM-DAIGK_S63	1
SM-DAIGQ_S26	0
SM-D9EQT_S39	0
SM-DAIG9_S11	1
SM-DAIGX_S07	0
SM-GE65I_S123	0
SM-D9EQI_S29	0
SM-DAIGA_S21	1
SM-D9E66_S88	0
LS-15533_S14	1
LS-15501_S38	1
SM-D9EQK_S15	0
SM-DD43Q_S89	1
SM-D9E4M_S31	0
SM-D9EQF_S14	1
SM-DAIFR_S15	1
SM-DD44O_S01	1
SM-DAIFT_S18	0
SM-D9D8H_S45	0
SM-D9D8C_S11	0
SM-D9D8G_S20	0
LS-15520_S49	1
SM-DAIGR_S52	0
SM-DAIG4_S84	0
SM-D9E66_S09	0
SM-DAIH6_S04	0
SM-D9EQI_S36	0
SM-DAIFI_S07	1
SM-D9D8Q_S23	0
SM-DAIFS_S10	0
SM-GE65I_S129	0
SM-D9EQI_S26	0
SM-GE666_S094	0
LS-15524_S61	1
SM-D9D8C_S86	0
SM-DAIG7_S67	1
SM-DAIG7_S53	0
SM-DAIGK_S14	1
SM-GE63U_S109	0
SM-D9D86_S10	0
LS-15521_S39	1
SM-DAIFU_S29	0
LS-15521_S35	1
SM-D9E5W_S08	0
SM-DAIFV_S66	0
SM-DAIGW_S25	0
SM-DAIGR_S55	0
SM-GE63U_S022	0
SM-GE65R_S183	0
LS-15396_S76	0
SM-DAIFV_S64	0
LS-15501_S31	1
SM-DAIFC_S18	0
SM-DAIG8_S72	0
SM-DAIG6_S53	0
SM-DAIG6_S27	0
SM-D9D7Y_S19	0
SM-D9E5Q_S14	0
SM-D9E5T_S59	0
SM-DAIG9_S30	0
SM-D9EQC_S12	0
SM-D9EQM_S79	0
SM-DD43R_S69	1
LS-15396_S62	1
SM-D9EQF_S12	1
SM-D9D86_S16	0
SM-D9E6R_S24	0
SM-DAIHC_S59	1
SM-DD43R_S43	1
SM-DAIFR_S10	1
LS-15396_S84	0
SM-DD43N_S16	1
SM-GE63U_S120	0
SM-DAIFA_S44	1
SM-D9D8H_S50	1
SM-DAIFV_S46	0
SM-GE65I_S138	0
SM-D9E5E_S21	1
SM-D9E5S_S94	1
SM-D9D8E_S42	0
SM-D9EQJ_S14	0
SM-DAIHE_S52	1
SM-DAIH6_S14	0
SM-D9E5O_S29	1
SM-DAIGW_S56	1
SM-D9EQK_S23	0
SM-DAIGQ_S22	0
SM-DAIGK_S65	0
SM-D9EQM_S40	0
SM-DAIGL_S71	0
SM-DAIG6_S23	0
SM-DAIHD_S16	1
LS-15501_S73	0
SM-DAIGW_S13	0
LS-15533_S08	0
SM-DAIGL_S12	1
SM-DD44P_S51	0
SM-DAIGW_S11	0
SM-DAIG4_S24	0
SM-DD44S_S81	0
SM-DAIG4_S35	0
SM-DAIFI_S02	0
SM-DAIFR_S07	1
SM-DAIFA_S33	1
SM-D9E5R_S45	0
SM-D9EQJ_S61	0
SM-D9EQE_S57	0
SM-DD43Q_S66	1
SM-DD43N_S21	1
SM-DD44R_S69	0
SM-DAIFS_S42	0
LS-15510_S18	0
SM-DAIGA_S20	1
LS-15526_S76	1
LS-15520_S44	1
SM-D9D8H_S33	1
SM-D9D8C_S89	0
SM-DAIG7_S78	1
SM-D9EQT_S51	0
SM-DAIG9_S42	1
SM-D9EQM_S72	0
SM-GE8ZO_S051	0
SM-D9EQI_S40	0
SM-GE65R_S130	0
SM-DAIG4_S27	1
SM-DAIHC_S34	1
SM-DAIG7_S86	1
LS-15524_S54	1
SM-DD443_S61	1
LS-15521_S05	0
SM-DAIGK_S34	0
SM-GE659_S008	0
LS-15526_S81	1
SM-DAIGK_S61	0
SM-DAIHD_S42	1
SM-D9D85_S50	0
SM-DAIGQ_S32	0
SM-D9E5S_S89	1
SM-D9EQL_S84	0
LS-15522_S64	1
SM-DAIG9_S27	0
SM-GE66H_S190	0
SM-GE63K_S075	0
SM-DAIG8_S21	1
SM-DAIG5_S70	0
SM-DAIFW_S57	0
SM-D9E66_S75	0
SM-D9E5S_S83	1
SM-DAIG9_S28	0
SM-DAIG6_S18	0
SM-D9D7X_S95	0
SM-D9EQK_S13	0
SM-D9E5N_S46	0
SM-DD44P_S52	0
SM-D9EQH_S50	0
SM-D9D7B_S15	1
SM-DAIHD_S01	1
SM-D9D85_S15	0
SM-GE65I_S139	0
SM-DAIFH_S06	1
SM-DAIFH_S16	1
SM-DAIGV_S29	0
SM-DD43Q_S61	1
LS-15501_S25	1
SM-D9D7Y_S02	0
SM-DAIFI_S19	1
SM-DAIFW_S65	0
SM-GE63U_S105	0
SM-D9E5E_S26	0
SM-D9E5R_S58	0
SM-D9D8O_S29	1
SM-D9D8G_S46	0
SM-GE63U_S030	0
LS-15524_S70	1
SM-DAIFR_S43	1
SM-DAIFW_S37	1
SM-D9EQJ_S06	0
SM-DAIGX_S14	0
SM-D9D7W_S75	0
SM-DAIHG_S88	1
SM-DAIFR_S34	0
LS-15534_S06	1
SM-DAIFI_S67	0
SM-DD44C_S63	1
LS-15526_S88	1
SM-DAIGJ_S04	0
SM-D9EQD_S32	0
LS-15524_S84	1
LS-15524_S88	1
LS-15532_S49	1
SM-DAIGJ_S15	0
SM-D9E5O_S44	0
SM-DAIGA_S32	1
SM-DD43Q_S70	1
SM-D9D7Q_S18	1
SM-DAIGJ_S07	0
SM-D9D8G_S02	0
SM-DAIH6_S33	0
SM-D9E5V_S15	0
SM-DAIG9_S59	0
LS-15501_S40	1
SM-DD44R_S68	0
SM-DAIFC_S37	0
SM-DD43S_S65	1
SM-DD43Q_S62	1
SM-D9D8Q_S12	0
SM-D9D8E_S35	0
SM-DAIGK_S08	1
SM-DAIFV_S67	0
SM-DAIGU_S52	0
SM-D9D6R_S01	0
SM-DD43R_S67	1
SM-DAIGW_S29	1
SM-D9D85_S45	0
SM-DD43S_S56	1
SM-D9D7W_S90	0
LS-15532_S50	1
SM-DD43Q_S65	0
SM-DD43R_S27	1
SM-D9D6R_S31	0
LS-15520_S11	1
SM-DAIGL_S64	0
SM-D9D7W_S56	0
SM-DAIGK_S18	0
SM-GE65R_S146	0
SM-DAIGL_S04	0
SM-D9D7W_S24	0
SM-DAIG9_S35	0
SM-D9D7Q_S21	1
SM-D9EQU_S82	1
SM-GE63U_S098	0
SM-D9E6R_S19	0
SM-DD44B_S63	1
SM-D9D8H_S35	0
SM-D9E5U_S19	1
SM-D9D8F_S13	0
SM-DAIFT_S45	0
SM-DAIHD_S45	1
SM-DAIFR_S44	1
SM-D9EQF_S18	1
SM-DAIHC_S39	1
SM-D9E67_S55	0
SM-DD44Q_S71	0
SM-DAIFB_S28	1
SM-D9E67_S83	0
SM-DAIFW_S77	0
SM-D9ER5_S15	1
SM-D9E5O_S32	0
SM-D9EQT_S33	0
SM-D9E66_S14	0
SM-D9E66_S07	0
SM-D9EQM_S34	1
LS-15526_S91	1
SM-D9EQF_S09	1
SM-D9D7V_S02	1
SM-D9E5O_S50	0
SM-D9D7X_S80	0
SM-D9D8D_S03	0
SM-D9D7X_S52	0
SM-D9EQK_S18	1
SM-D9E5W_S01	1
SM-DAIGA_S09	0
SM-DAIHC_S62	1
SM-DAIHG_S96	1
SM-DAIFT_S10	0
SM-DAIGY_S08	1
SM-DAIG9_S16	1
SM-D9D7W_S69	0
SM-DAIFW_S75	0
SM-D9EQT_S56	0
SM-DD43M_S26	1
SM-D9D8H_S14	0
SM-D9D87_S17	0
SM-DD44D_S60	1
SM-DAIFC_S69	0
SM-D9E5R_S57	0
SM-DAIGJ_S03	0
SM-DAIG6_S36	0
SM-D9E5T_S44	0
SM-D9D8K_S32	0
SM-DAIG4_S54	0
SM-DAIGU_S09	1
SM-DAIHE_S56	1
SM-DAIFW_S74	0
SM-DAIG4_S52	0
SM-DAIG9_S26	0
SM-DAIGQ_S09	0
SM-DAIGA_S49	0
SM-DAIGQ_S45	1
SM-GE631_S008	0
SM-D9E66_S79	0
SM-D9D7W_S79	0
SM-D9D7W_S91	0
SM-D9D7Q_S23	1
SM-DAIFI_S53	0
SM-D9EQU_S87	1
SM-DAIG6_S41	0
SM-D9E66_S81	0
SM-D9E5T_S80	0
SM-D9D8H_S01	0
SM-D9E5O_S35	0
SM-GE65R_S133	0
SM-D9E5N_S12	0
LS-15524_S68	1
SM-DD44D_S63	1
SM-GE66H_S165	0
SM-DAIHG_S66	1
SM-DAIFT_S42	0
SM-D9D85_S32	0
SM-DAIH5_S17	1
SM-DAIH5_S47	0
SM-D9EQM_S42	1
SM-DAIFI_S55	0
SM-DAIGJ_S41	1
LS-15524_S20	1
SM-D9D7V_S71	0
SM-GE63U_S007	0
SM-D9E4M_S39	0
SM-DAIH6_S09	0
SM-DAIFH_S04	1
SM-DAIFR_S25	0
SM-DAIFI_S13	1
SM-DAIFC_S68	0
SM-DAIFR_S51	1
SM-DAIHD_S54	1
SM-DD44C_S60	1
SM-D9D8G_S23	0
SM-DAIGW_S38	1
SM-D9E5S_S91	1
SM-DAIFS_S71	0
SM-D9E5T_S40	0
SM-DAIH5_S41	0
SM-DAIG7_S94	1
SM-DAIFC_S43	0
SM-DAIGU_S06	1
SM-D9E5O_S55	0
SM-DAIG6_S21	0
SM-D9D8H_S15	0
SM-D9EQU_S86	1
LS-15398_S20	1
SM-DAIG8_S69	0
SM-D9E5T_S33	0
SM-DAIGL_S59	1
SM-GE659_S006	0
SM-D9D8C_S93	0
SM-DAIGX_S18	0
SM-D9D7W_S08	0
SM-D9E67_S82	0
SM-D9D8G_S03	0
SM-DD443_S57	1
SM-DD43R_S36	1
SM-DAIGX_S44	1
SM-DAIFS_S51	0
SM-DAIGL_S07	1
SM-DD44B_S58	1
SM-GE666_S066	0
SM-DAIFW_S52	0
SM-D9EQD_S15	1
SM-D9EQL_S15	1
LS-15521_S13	1
SM-D9EQF_S10	1
SM-DAIG7_S51	1
SM-GE65I_S098	0
SM-DAIFC_S34	0
SM-DAIFS_S67	0
SM-DAIFW_S39	1
SM-D9D8G_S17	0
LS-15524_S86	1
SM-DAIGY_S11	1
SM-D9D8C_S85	0
SM-D9EQM_S60	1
SM-D9EQM_S53	1
SM-D9D7V_S67	0
SM-DAIGU_S03	1
SM-D9D7Y_S18	0
SM-DAIG6_S13	0
SM-DAIFC_S58	0
SM-D9EQL_S87	0
SM-DD43M_S46	1
SM-GE668_S005	0
LS-15524_S65	1
SM-D9D7V_S24	0
SM-D9E5N_S19	0
SM-D9E5W_S27	0
SM-DAIGU_S48	1
SM-D9D85_S06	0
SM-DAIFR_S14	0
SM-D9E5W_S12	1
SM-DAIGA_S67	0
SM-DAIFW_S70	0
SM-D9E5R_S55	0
SM-D9E5V_S02	1
SM-DAIFC_S16	0
SM-DAIFC_S23	0
SM-DD44C_S54	1
SM-D9E4M_S29	0
SM-DAIHC_S41	1
SM-DAIGP_S06	1
SM-DAIFS_S49	0
SM-DAIFV_S71	0
SM-D9D87_S21	0
SM-DAIFC_S05	0
SM-D9E5T_S43	0
SM-D9EQJ_S60	1
SM-DAIGA_S53	0
SM-DD44A_S90	1
SM-GE65R_S136	0
SM-DAIGU_S42	1
SM-D9D8H_S09	0
SM-DAIFT_S43	0
SM-D9ER5_S20	1
SM-DAIFH_S71	0
SM-D9E5S_S88	1
SM-DAIGQ_S10	0
SM-DAIHG_S54	0
SM-DAIGL_S63	1
SM-DAIH6_S11	0
SM-DAIHG_S91	1
SM-DAIH6_S08	0
SM-DAIH6_S15	0
SM-D9E6R_S43	0
SM-D9D8O_S04	0
LS-15510_S26	0
SM-D9EQK_S09	0
SM-DD44P_S59	0
SM-D9EQS_S95	0
SM-DAIFV_S68	0
LS-15526_S74	1
SM-DAIFC_S27	0
SM-DAIH6_S54	0
SM-DAIFR_S13	1
SM-DAIG6_S51	0
SM-DAIGK_S71	0
SM-D9D8O_S21	0
SM-D9EQF_S01	1
SM-D9D8D_S09	0
SM-DAIGK_S24	0
SM-DAIFS_S15	0
SM-D9D86_S03	0
SM-D9E4M_S25	0
SM-DAIFR_S33	0
LS-15501_S32	0
SM-GE63U_S040	0
SM-D9E5N_S45	0
SM-DD43M_S25	1
SM-D9D8R_S43	1
SM-DAIGA_S25	0
SM-DAIGR_S34	1
SM-D9EQT_S55	1
SM-D9E5E_S33	0
SM-GE668_S006	0
SM-GE66H_S178	0
SM-DD44R_S63	0
SM-DAIG4_S94	0
SM-GE65R_S128	0
SM-DAIHG_S72	1
SM-DAIFS_S16	0
SM-DAIFT_S13	1
SM-D9EQL_S24	1
SM-D9D7V_S41	0
SM-D9E5T_S93	1
LS-15510_S05	0
SM-D9EQU_S83	1
SM-D9EQJ_S02	0
SM-DAIG6_S39	0
SM-DAIGJ_S30	0
SM-DAIFR_S08	0
SM-DAIGK_S57	0
SM-GE63U_S011	0
SM-DD43M_S28	1
SM-DAIHG_S95	1
SM-GE8ZO_S090	0
SM-D9D8P_S44	0
SM-D9D7G_S06	1
SM-GE63U_S023	0
SM-D9D7V_S29	0
SM-DAIFT_S30	0
LS-15522_S63	0
SM-DAIGR_S17	0
SM-D9D8Q_S03	0
SM-DAIGK_S01	1
SM-DAIG4_S37	0
SM-D9D8G_S07	0
SM-D9D7X_S55	0
SM-D9ER5_S07	0
SM-DD43R_S40	1
SM-D9E5E_S38	0
SM-DD43L_S44	1
SM-D9E66_S73	0
SM-D9E5X_S51	0
SM-D9EQC_S02	0
SM-D9E6R_S42	0
SM-D9E5O_S24	1
SM-DAIHD_S55	1
SM-D9ER5_S17	1
SM-DD44B_S71	1
SM-DD443_S46	1
SM-D9E5S_S36	0
SM-DAIG8_S17	1
SM-DAIG9_S07	1
SM-D9D7V_S26	0
SM-DAIGJ_S32	1
SM-D9D85_S05	0
SM-DD44A_S92	1
SM-D9EQL_S19	0
SM-D9D8D_S16	0
SM-DAIGP_S42	0
SM-DAIGR_S31	0
SM-D9E6R_S48	0
SM-D9E5T_S02	1
SM-DD44D_S59	1
SM-DAIGX_S37	0
SM-DAIGP_S08	1
SM-D9E5N_S10	1
SM-DD44B_S66	1
SM-D9E5T_S41	0
SM-DAIG5_S71	0
SM-DAIGP_S01	1
SM-DAIG4_S96	0
SM-D9D7W_S50	0
SM-D9E6R_S17	0
SM-D9E5T_S88	0
SM-D9E5E_S01	1
SM-DAIG9_S20	0
SM-DAIGJ_S31	0
SM-D9D84_S13	1
SM-DAIGQ_S31	0
SM-D9E5T_S89	0
SM-D9D7Y_S20	0
SM-D9ER5_S24	1
SM-DAIGJ_S19	0
SM-D9E5U_S20	1
SM-D9ER5_S22	1
SM-DAIGY_S02	1
SM-D9D8G_S30	0
SM-DAIGJ_S08	0
SM-D9EQM_S83	1
SM-D9D8G_S36	0
SM-DAIFS_S35	0
SM-D9E5Q_S11	1
SM-DAIG7_S90	1
SM-D9E5R_S66	0
SM-D9D8H_S02	0
SM-DAIFT_S22	0
SM-D9E5X_S46	0
SM-DD43R_S47	1
SM-DAIFI_S54	0
LS-15532_S07	1
SM-DD43S_S67	1
SM-DD43S_S49	1
SM-D9E66_S04	0
SM-DD43R_S45	1
SM-DAIFV_S42	0
SM-D9EQD_S17	1
LS-15526_S94	1
LS-15510_S17	0
SM-DD43R_S35	1
SM-D9EQI_S32	0
LS-15524_S83	0
LS-15510_S38	0
SM-D9EQJ_S13	0
SM-DAIHC_S63	1
SM-D9EQJ_S56	1
SM-D9EQE_S40	0
SM-D9EQE_S60	0
LS-15510_S22	0
SM-DD43Q_S86	1
SM-DD43M_S55	1
SM-DD43M_S37	1
SM-GE8ZO_S042	0
SM-GE63U_S029	0
SM-GE668_S007	0
SM-GE63U_S014	0
SM-D9D7V_S66	0
SM-DD44Q_S65	0
LS-15532_S56	0
SM-DAIGA_S22	0
SM-D9E5O_S51	0
SM-DAIG4_S95	0
SM-D9E5N_S20	1
SM-DAIGL_S24	0
SM-DD43Q_S90	1
SM-DAIGY_S03	1
SM-DAIFW_S71	0
SM-D9E5T_S45	0
SM-DAIG5_S54	0
SM-D9EQT_S42	0
LS-15524_S52	0
SM-D9D8D_S02	0
SM-DD43N_S18	1
SM-DAIGJ_S06	0
SM-DAIGQ_S37	1
SM-D9EQS_S91	0
SM-D9D85_S04	0
SM-DAIGX_S30	1
SM-DD44A_S84	1
LS-15525_S04	0
LS-15522_S57	0
LS-15532_S54	1
SM-DD43S_S55	1
SM-DAIFB_S21	0
SM-DAIFW_S36	0
SM-D9E5U_S07	1
SM-D9E67_S49	0
SM-DAIFI_S24	1
LS-15500_S12	0
SM-DAIFR_S12	1
SM-D9E67_S75	0
SM-D9ER5_S13	1
SM-DAIFR_S37	0
SM-DAIFH_S17	1
SM-D9EQD_S07	0
SM-D9D7X_S94	0
SM-DAIG9_S33	0
SM-D9EQC_S08	0
SM-D9D8C_S06	1
SM-D9EQI_S37	0
SM-D9D8H_S27	0
SM-DAIG6_S05	0
SM-D9D7X_S41	0
SM-DAIGV_S08	0
SM-DAIHG_S55	1
SM-DAIGR_S29	0
SM-DAIGX_S19	0
SM-D9D7X_S51	0
SM-DAIGW_S39	1
SM-DAIGQ_S04	0
SM-DAIG7_S56	0
SM-DAIGA_S41	0
SM-DAIGA_S45	0
SM-D9D8D_S12	0
SM-D9D7X_S60	0
LS-15522_S56	1
SM-DAIFI_S68	0
LS-15532_S51	0
LS-15532_S58	1
SM-D9D7X_S89	0
SM-D9D8G_S41	0
SM-DAIGL_S27	0
SM-DAIGL_S19	0
SM-DAIHC_S50	1
SM-DD43M_S40	1
SM-DAIH6_S13	0
SM-D9E67_S51	0
SM-D9E5R_S65	0
SM-D9E5R_S56	0
SM-D9EQH_S63	0
SM-D9E5O_S34	0
SM-D9EQM_S84	0
SM-D9EQM_S73	1
SM-D9EQH_S52	0
SM-D9E5O_S19	0
SM-DAIG7_S89	0
SM-DAIFW_S66	0
SM-DD443_S47	1
SM-D9ER5_S21	1
SM-DAIHD_S09	1
SM-D9E6R_S20	0
SM-DAIFI_S11	1
SM-GE8ZO_S060	0
SM-DAIFS_S57	0
SM-GE668_S012	0
SM-DAIFW_S64	0
SM-D9D7V_S07	1
SM-GE65R_S180	0
SM-DAIFV_S50	0
SM-D9D86_S05	0
SM-D9D8H_S28	0
SM-D9D8R_S24	0
SM-D9D8H_S06	0
SM-D9D7W_S53	0
SM-D9D6R_S26	0
SM-D9D8G_S18	0
SM-DAIHC_S56	1
LS-15398_S25	1
SM-D9ER5_S10	0
SM-DAIG8_S45	0
SM-DAIH5_S55	0
LS-15510_S12	1
SM-D9E5E_S44	0
SM-DAIGA_S66	0
SM-DAIG6_S34	0
SM-D9E5X_S39	0
SM-DAIG6_S26	0
SM-DAIGX_S21	0
SM-DAIG6_S56	0
SM-DAIGR_S30	0
SM-DAIG6_S03	0
SM-DAIG9_S57	1
SM-DD44R_S72	0
SM-D9D7Q_S19	1
SM-DD443_S52	1
